,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
mu0,0.0252851370788697,0.018805555897542625,0.017016260620453583,0.019880357152221806,0.02347675900574553,0.025532670223044618,0.025142772690119664,0.0256768688088318,0.02614293844256521,0.02666051905780875,0.02854106135731793,0.03053319705286517,0.032950318270293044,0.035208455123494686,0.036891484288383514,0.03894878829438475,0.041108717047117826,0.04370196395432613,0.04698892793395515,0.05002705925283468,0.05256193944904397,0.053722722115215116,0.056023307968789404,0.060229416070625375,0.06293421671138644,0.06704985641429284,0.07033250463287,0.07229016182609116,0.07562567332338455,0.07801089254488325,0.08027922746224825,0.08409700053589242,0.08895114638563018,0.09293553104675312,0.09779276685323679,0.10224770031683728,0.10683690530590295,0.11279450668599589,0.11799828834164094,0.12298821912203228,0.1284555793314649,0.13321979972616982,0.13899842110982574,0.14508108511246987,0.15295520149370756,0.16003855260319244,0.16536214430452367,0.17315904045741037,0.1813719175059164,0.1882648845481112,0.19711967305330635,0.20396399761776673,0.21218881568457237,0.2185946091710469,0.22709400158228277,0.235851710867369,0.2430155518535141,0.25181698784069095,0.2591175339348114,0.2676344983240355,0.27760548174883004,0.2888809726605399,0.29962308583949104,0.30893736856054477,0.3183487766947708,0.3282639257382315,0.3361681596293926,0.34258853306963133,0.3522669320977313,0.3606375382810333,0.37138043708851654,0.3789538334058703,0.388349358432289,0.3978249301262703,0.40858652650634353,0.41958503244836387,0.4295532992559823,0.4354674597542282,0.4471570587863649,0.4589759431285281,0.4699718104434345,0.48514148783495725,0.4974104919970753,0.509583001673411,0.5235639931781034,0.5383756857265791,0.5523496351522914,0.562805290409923,0.573686225112451,0.5832554460384679,0.5918743834327954,0.6006429224788711,0.607561484674561,0.6064744337706418,0.6100242847752793,0.6117986851931347,0.6074353038474775,0.6005200302417497,0.5849796002149312,0.5655968811500989
sigma0,0.024894098089320083,0.0312915117747099,0.027813781112547398,0.022274644608773264,0.018847636532456136,0.016020357701290733,0.012974457443862164,0.010976126773547534,0.008972898158935205,0.00740910627543423,0.00646903078087524,0.005415157767633461,0.004220220685809295,0.0034147842039593534,0.0027671391162379377,0.002167221218405846,0.0016301067000040748,0.0013281550325073832,0.0010271404774678805,0.000800680411299437,0.0006980401402008063,0.0006355483072822965,0.00046483549575582206,0.00041784744296846643,0.0003695488491575194,0.00024058968798179592,0.0001643614278633576,0.00012271455575996182,5.433642784313797e-05,4.005187317024372e-06,3.1501540376233095e-08,5.392039032270368e-06,4.248121534300431e-05,0.0001100513960873295,0.0002220856889114664,0.00036150776019527875,0.0005666393934359304,0.0007962380919755985,0.0010450317632140216,0.001175095098515988,0.0013820860319667672,0.0017247372556613572,0.002148916931033251,0.0024917294608565177,0.002954990245527256,0.003537811197272145,0.0042365084610866965,0.005016260266086148,0.006204977821976265,0.007181738778564983,0.008679113515796644,0.00950599102895,0.010045266063362979,0.011388875832684664,0.012145553309240609,0.01285090731403471,0.014157498988026429,0.015680279067272096,0.016617588084940516,0.017901417694470734,0.01947610220902163,0.02093534585363821,0.022778691715631405,0.02453101210081965,0.025918183373564996,0.027102927076313232,0.028898470835515444,0.031088963747626375,0.03322140233996762,0.03556884787778691,0.037899552699572014,0.04005894873957905,0.043321723261568135,0.04542206630423096,0.04713718099380193,0.049987998594551386,0.05228263954037504,0.05555223097803608,0.05966804524133318,0.06273345601065872,0.0663184191506464,0.0697384860596052,0.0738243134693477,0.07770241983758075,0.0802736699165566,0.08239889623004515,0.08528212518956224,0.08938011820203318,0.09156457833142362,0.09340011995010578,0.09780428305509581,0.10241751792524789,0.10579376469842994,0.11229935745062491,0.11641805966075236,0.11842030959414218,0.11660175107448889,0.11711950906902369,0.11158541444706416,0.10798591123979395
mu1,0.39780227388924294,0.5436096562520958,0.5982121834272229,0.6386456188153561,0.6472508606639729,0.6476877605088129,0.6473916472604743,0.6521687738348819,0.6539826485557505,0.6502653552746462,0.6441259515417335,0.6341272406365992,0.6268693958992417,0.6203336346195634,0.6075446124216941,0.5938265679912569,0.5844192516188877,0.5720554587386484,0.5570206435760221,0.535966173519832,0.5184214576890103,0.5058362373772103,0.49162043525487775,0.4754977994028692,0.46297563166159095,0.4483418250818887,0.431601337010023,0.4172331018910723,0.39936709413355065,0.38498834911262203,0.3753141829647003,0.36543590393336367,0.35358547169441434,0.3399389778733516,0.3277709274340862,0.3162318049400191,0.3043113664373355,0.2909978121115797,0.27926867763994856,0.2705654855050318,0.2622069925316113,0.2521788850871558,0.24187028735068683,0.23207834940096195,0.2220770885542277,0.21236971130671267,0.2046114857412864,0.19474746970758117,0.1863447270712547,0.17937848421442537,0.16864421835296428,0.15967239254017307,0.15435816140359526,0.1481649895403746,0.14212404087170394,0.1360218204045901,0.13002031895256938,0.12412700378379082,0.11981970579603696,0.1146282712321185,0.10918756449406286,0.10452206736336123,0.09929716634290242,0.09458647782739249,0.08963246227891508,0.08593023985697135,0.081969620915322,0.07809120572502182,0.07412924938880294,0.06976559998132781,0.0647692487940813,0.061501666900539265,0.0575072798709102,0.054150499920013306,0.0510001833861391,0.047351654547654776,0.04495587663457845,0.042697970143199204,0.040221868183427656,0.03775371539099093,0.03557007708172322,0.032682546167373205,0.030637678189501805,0.027858784232160816,0.024452020879505598,0.022338231434986366,0.020586290375371297,0.01928605683848006,0.018234973414167244,0.017068987211667608,0.015481050198697832,0.013873396182873199,0.012500532018344446,0.012040963356287127,0.011514197161066275,0.009683084004872944,0.00957963410602758,0.008966000444761146,0.0075546570306166405,0.005102908327194511
sigma1,0.008613566247217652,0.006039242693694269,0.0052176225198516946,0.004440294773004672,0.003939590169925511,0.0029768979031281617,0.00329941060089467,0.0028252210320727222,0.002192417069220687,0.0014872485463364171,0.0011212130881294025,0.0010931491986682085,0.0009560447016631057,0.000702890529440392,0.0004976393791635836,0.0002643793946980333,0.00014678952804392242,6.114193272654944e-05,1.3622592613615758e-05,3.3966922989847603e-06,8.364805811789111e-06,2.5117586854084273e-05,4.511280756225311e-05,3.25983704922983e-05,5.495166850322253e-05,4.485649022822891e-05,3.989833699058476e-05,7.724597237890318e-05,0.0001277434149192791,0.00020766294914997818,0.00034051488333619595,0.0004375671393052061,0.0005180319284082691,0.0006848632924605358,0.0007993692665764218,0.0009882800242344558,0.0012234521978187196,0.0013017375814345922,0.001386109249412848,0.0014477594071440336,0.0014902443749164052,0.0016514642174743077,0.0017868616482136224,0.0018727356340854096,0.0018844783757763217,0.0020027624517592324,0.0021641979402406974,0.0024083621031131264,0.002643299912928887,0.002752094237867042,0.002787990090961645,0.0029261262883641947,0.003028891264430511,0.003330297729604137,0.003675997334605774,0.00363573674143014,0.003775839367956224,0.004143708101531418,0.004574867639721147,0.005237033709546979,0.005620689213586938,0.006025370000504404,0.006498455216894405,0.006707393826297481,0.006778961778427406,0.006762678239340292,0.0069178717698578085,0.006988177005771812,0.006575899086088022,0.006557764760436013,0.006894472341995139,0.006979463763279514,0.006551812410221292,0.006356589325317907,0.006643878372977308,0.007089745486579591,0.006243812889735301,0.006145028350387771,0.006585540610109741,0.006499371868236348,0.006840712151621076,0.007359668731764302,0.007260220341094081,0.0073305383295578785,0.007120097366817735,0.007454847736447556,0.008125298753091759,0.008411093664073888,0.008432048948893267,0.008517613794540524,0.008641710730619145,0.009434488692951826,0.010270854983210675,0.011704761623350324,0.012870895811540217,0.012366173859204355,0.01038298486166278,0.008872416823854867,0.007523045827295238,0.00447430232498669
p00,0.011045100540858721,0.018620371401118496,0.023657512953976334,0.028463092256401645,0.03136331672469228,0.03408244316833242,0.03663496755564699,0.0380764021097757,0.0398428148138702,0.041966469540764884,0.045056469225663864,0.04727175137234485,0.04797296457802125,0.049636900349344315,0.05354252679684979,0.057777777792695995,0.06071621012637063,0.063457502779391,0.06728633629805736,0.07205683138068009,0.07572028935052955,0.0783574217629408,0.0822460154452408,0.08691604031944555,0.09035825562393107,0.09396010700673618,0.0986836290557368,0.10276264638610766,0.10738311147038093,0.11166856058769636,0.11468198172039656,0.1188786428026326,0.12207910629011354,0.12557790585001882,0.12851247580981584,0.13102448032405667,0.1339653591869201,0.13611887101299758,0.13879751276830965,0.14103346695730434,0.14312694488773559,0.14550730575811854,0.14741354781853344,0.14711153686709522,0.1470734914432411,0.14662977379954945,0.1464574906186057,0.14624562667459262,0.1446928865170578,0.14379095321838298,0.1417154916848009,0.1403025393428372,0.13652780664474884,0.1340614515391183,0.1326339636961641,0.1321604965847889,0.13020228420301827,0.12833471542135522,0.1268105608470711,0.12452382875463597,0.12194305327928512,0.1188536111174715,0.11629169731979994,0.11304068340608786,0.11079635487845252,0.10863606081815247,0.10702513692131155,0.10474346128582468,0.10279628371413918,0.1020352053762883,0.10055820225827317,0.10017343244462773,0.09689953539808771,0.09409721461212472,0.0927752800466003,0.09129625045244782,0.08907080317148885,0.08756277873804652,0.0844710225438764,0.0848055803645481,0.08642306230133279,0.08506600520672492,0.08252996989619876,0.0817406194234569,0.07926279537070358,0.07700841804302816,0.07490947466954556,0.0739049875779394,0.07327345745193214,0.07272910138285837,0.07090440308872437,0.06828195763308487,0.06762570410728375,0.06751732547862122,0.0646306951684561,0.06251010439060178,0.0657505169811613,0.07066939911519943,0.06890432336254249,0.05826340815140307
p11,0.004736795687126483,0.005127109011457964,0.0067090483551863755,0.009846819703407172,0.011589907324770166,0.013247067485714248,0.01675974621781684,0.020737150650022018,0.023735725923926254,0.025715818792637735,0.02666050074078774,0.027877579262096996,0.029171577726943343,0.03096722418272435,0.033344923498010104,0.0344505018309782,0.036588258950012165,0.03894119557406661,0.03972659930497113,0.04102542818605859,0.04210397869967142,0.043324808495195266,0.04472630422878143,0.04716319011689596,0.047799311637386266,0.04991065345705792,0.052879633957635286,0.05566529627507888,0.057078856495555996,0.06006935412630032,0.06246732321188175,0.06440966442468332,0.067701337564813,0.07129585180025444,0.07350985116629116,0.07600850580023433,0.07870259805097435,0.08374062008946026,0.08842915622429659,0.09196632097108826,0.09542367359877701,0.09887357218550752,0.10153346645008587,0.1054657411741533,0.1094661685507683,0.11371793013494946,0.11605470018920883,0.12083051269369371,0.12684326190196404,0.1303664794426992,0.13722291893061977,0.14246275978967649,0.14647628301602833,0.150801428862392,0.1541737212484775,0.15637692749261545,0.15961469245349647,0.16303395055252867,0.16577227373300485,0.169441706738916,0.17173321551722054,0.17300816818061093,0.17482371077954473,0.17689963522270669,0.1774165032332914,0.176902307601008,0.17693275864591085,0.17729302721298112,0.17704544930432564,0.17662264081318124,0.17568508978690855,0.17378054405835996,0.17360157408436594,0.1718291930818665,0.16858183127275483,0.16547421345119118,0.16389044454344426,0.16274262593440636,0.15925894818988195,0.15471430575999534,0.14802713185036143,0.14184053026103227,0.1379530023757134,0.13380353462885308,0.12975335105852648,0.12335032268728863,0.11714232068904473,0.11243295778613527,0.10774982355669849,0.10298371112259763,0.0988210101893422,0.09529348936811732,0.09200868096960158,0.08992378041524351,0.08509394952895855,0.08044655286226565,0.07311398474928399,0.06792650222099728,0.06302200844611328,0.0606645888507531
