date,CMIP3+5_c,CMIP3+5_2575,CMIP3+5_7525,CMIP3+5_1090,CMIP3+5_9010,CMIP3+5_ll,CMIP3+5_ur,CMIP3+5_c_2040,CMIP3+5_2575_2040,CMIP3+5_7525_2040,CMIP3+5_1090_2040,CMIP3+5_9010_2040,CMIP3+5_ll_2040,CMIP3+5_ur_2040,CMIP3+5_c_ratio,CMIP3+5_2575_ratio,CMIP3+5_7525_ratio,CMIP3+5_1090_ratio,CMIP3+5_9010_ratio,CMIP3+5_ll_ratio,CMIP3+5_ur_ratio,Basin,Variable,Period,Chart_Title
1949-11,273648364.056,273648364.056,273648364.056,273648364.056,273648364.056,273648364.056,273648364.056,248881742.120,263487115.438,234267796.652,274113999.859,218526098.556,208750232.324,292176221.144,0.909,0.963,0.856,1.002,0.799,0.763,1.068,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1949-12,260763170.215,260763170.215,260763170.215,260763170.215,260763170.215,260763170.215,260763170.215,240964549.045,254704525.765,226468664.401,263771079.101,211785978.943,202973511.363,280703595.695,0.924,0.977,0.868,1.012,0.812,0.778,1.076,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-01,244393544.850,244393544.850,244393544.850,244393544.850,244393544.850,244393544.850,244393544.850,234212762.903,244815790.815,220870297.712,253238093.797,208667482.373,200093780.471,267331384.213,0.958,1.002,0.904,1.036,0.854,0.819,1.094,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-02,223372641.904,223372641.904,223372641.904,223372641.904,223372641.904,223372641.904,223372641.904,227893739.045,236211947.303,213353233.020,243120083.975,204204683.898,194888980.981,256552779.194,1.020,1.057,0.955,1.088,0.914,0.872,1.149,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-03,260672175.567,260672175.567,260672175.567,260672175.567,260672175.567,260672175.567,260672175.567,292338996.836,311561117.554,268629160.564,327933748.717,258204443.137,250819954.878,334452923.266,1.121,1.195,1.031,1.258,0.991,0.962,1.283,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-04,550368879.280,550368879.280,550368879.280,550368879.280,550368879.280,550368879.280,550368879.280,720546029.919,944095584.760,688470870.009,1036550092.767,642939802.476,637417917.552,913519695.680,1.309,1.715,1.251,1.883,1.168,1.158,1.660,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-05,1401195775.556,1401195775.556,1401195775.556,1401195775.556,1401195775.556,1401195775.556,1401195775.556,1859477703.286,2175509032.685,1749350176.107,2382791358.486,1631850272.933,1507679683.739,2348499634.945,1.327,1.553,1.248,1.701,1.165,1.076,1.676,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-06,2162471143.564,2162471143.564,2162471143.564,2162471143.564,2162471143.564,2162471143.564,2162471143.564,1987994318.262,1956241110.945,1755566506.002,2193480121.948,1603680163.131,1370544189.047,2665275104.241,0.919,0.905,0.812,1.014,0.742,0.634,1.233,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-07,833347233.281,833347233.281,833347233.281,833347233.281,833347233.281,833347233.281,833347233.281,583447357.015,577674004.574,520149335.570,647089886.971,470393835.743,425114444.743,789710870.162,0.700,0.693,0.624,0.776,0.564,0.510,0.948,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-08,337992024.254,337992024.254,337992024.254,337992024.254,337992024.254,337992024.254,337992024.254,267401368.255,270100993.863,250105148.515,288935310.095,235556892.642,223268727.087,320594793.916,0.791,0.799,0.740,0.855,0.697,0.661,0.949,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-09,245043883.847,245043883.847,245043883.847,245043883.847,245043883.847,245043883.847,245043883.847,218727244.466,222796683.621,209995876.545,227069556.809,198882862.997,191426660.077,243431083.225,0.893,0.909,0.857,0.927,0.812,0.781,0.993,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-10,213824153.152,213824153.152,213824153.152,213824153.152,213824153.152,213824153.152,213824153.152,190968188.804,194852681.853,183408322.256,199173475.281,175652610.388,169702262.575,212274551.255,0.893,0.911,0.858,0.931,0.821,0.794,0.993,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-11,203928300.488,203928300.488,203928300.488,203928300.488,203928300.488,203928300.488,203928300.488,190872362.346,196693131.377,184015316.479,199683005.445,177810676.618,171659747.754,211837232.472,0.936,0.965,0.902,0.979,0.872,0.842,1.039,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1950-12,192077002.973,192077002.973,192077002.973,192077002.973,192077002.973,192077002.973,192077002.973,183304771.864,189028197.416,174195097.156,190726208.332,168714606.681,163211143.439,203438001.105,0.954,0.984,0.907,0.993,0.878,0.850,1.059,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-01,181662997.361,181662997.361,181662997.361,181662997.361,181662997.361,181662997.361,181662997.361,178558833.138,183254979.338,169456243.499,184930568.720,164951089.544,159095778.243,196663604.139,0.983,1.009,0.933,1.018,0.908,0.876,1.083,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-02,169224278.507,169224278.507,169224278.507,169224278.507,169224278.507,169224278.507,169224278.507,174875726.361,178856582.900,164668637.588,179558721.306,161823771.413,155427421.522,191326965.292,1.033,1.057,0.973,1.061,0.956,0.918,1.131,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-03,213405706.630,213405706.630,213405706.630,213405706.630,213405706.630,213405706.630,213405706.630,239090309.814,254145080.694,223974996.394,258360387.236,222158379.836,220015802.135,264363234.651,1.120,1.191,1.050,1.211,1.041,1.031,1.239,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-04,328937969.882,328937969.882,328937969.882,328937969.882,328937969.882,328937969.882,328937969.882,444135303.576,602902510.278,432999283.761,648973789.038,427869978.616,431160088.465,555255762.111,1.350,1.833,1.316,1.973,1.301,1.311,1.688,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-05,1209194469.411,1209194469.411,1209194469.411,1209194469.411,1209194469.411,1209194469.411,1209194469.411,1849258283.313,2302790111.562,1774730513.655,2509983834.324,1727882295.810,1592067226.199,2348415335.708,1.529,1.904,1.468,2.076,1.429,1.317,1.942,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-06,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2487237188.986,2693971903.978,2724429875.328,2497329518.361,2911225740.064,2367071774.914,2081510022.536,3377149763.314,1.083,1.095,1.004,1.170,0.952,0.837,1.358,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-07,2047153600.339,2047153600.339,2047153600.339,2047153600.339,2047153600.339,2047153600.339,2047153600.339,1249255901.714,1274653217.549,1063008316.717,1501199830.211,909497628.722,767302610.107,1897723118.921,0.610,0.623,0.519,0.733,0.444,0.375,0.927,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-08,530762019.625,530762019.625,530762019.625,530762019.625,530762019.625,530762019.625,530762019.625,374727377.813,389202790.606,343330946.410,428331402.064,309506736.335,282615730.276,490842848.465,0.706,0.733,0.647,0.807,0.583,0.532,0.925,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-09,283811476.167,283811476.167,283811476.167,283811476.167,283811476.167,283811476.167,283811476.167,225851519.843,233992404.283,212619641.573,248133514.768,196944583.847,184863019.909,272057369.396,0.796,0.824,0.749,0.874,0.694,0.651,0.959,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-10,271068422.235,271068422.235,271068422.235,271068422.235,271068422.235,271068422.235,271068422.235,229164805.477,241226905.115,214721163.833,253690573.463,197300595.428,184130637.131,275589288.975,0.845,0.890,0.792,0.936,0.728,0.679,1.017,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-11,242338922.594,242338922.594,242338922.594,242338922.594,242338922.594,242338922.594,242338922.594,209392954.086,224124914.941,196410392.700,234561666.574,180449664.550,167664762.489,255783510.924,0.864,0.925,0.810,0.968,0.745,0.692,1.055,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1951-12,230694981.483,230694981.483,230694981.483,230694981.483,230694981.483,230694981.483,230694981.483,214782442.476,230276230.996,198054705.768,237216743.309,183081482.805,172904365.119,258406621.826,0.931,0.998,0.859,1.028,0.794,0.749,1.120,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-01,208209890.313,208209890.313,208209890.313,208209890.313,208209890.313,208209890.313,208209890.313,197565913.407,209522143.931,183630779.022,216485123.077,170967093.873,161011105.997,233274715.314,0.949,1.006,0.882,1.040,0.821,0.773,1.120,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-02,179156929.458,179156929.458,179156929.458,179156929.458,179156929.458,179156929.458,179156929.458,175010110.914,185524336.184,162101236.166,190439976.522,152200648.972,144114234.051,204781675.733,0.977,1.036,0.905,1.063,0.850,0.804,1.143,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-03,197490348.579,197490348.579,197490348.579,197490348.579,197490348.579,197490348.579,197490348.579,214183696.869,231803885.273,195819397.829,242857606.923,188947974.793,187966923.689,244269687.676,1.085,1.174,0.992,1.230,0.957,0.952,1.237,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-04,687971253.319,687971253.319,687971253.319,687971253.319,687971253.319,687971253.319,687971253.319,983884319.535,1364284616.431,941887266.826,1489976988.580,898190976.346,929381326.645,1264448617.352,1.430,1.983,1.369,2.166,1.306,1.351,1.838,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-05,3183862929.806,3183862929.806,3183862929.806,3183862929.806,3183862929.806,3183862929.806,3183862929.806,4428051842.025,5114683642.722,4215696265.434,5430177968.208,4029648351.635,3783215620.522,5399308535.553,1.391,1.606,1.324,1.706,1.266,1.188,1.696,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-06,5416738138.730,5416738138.730,5416738138.730,5416738138.730,5416738138.730,5416738138.730,5416738138.730,5075879860.641,5063508732.147,4501713698.282,5498190694.502,4171133614.463,3690670940.634,6646608268.437,0.937,0.935,0.831,1.015,0.770,0.681,1.227,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-07,1797237475.689,1797237475.689,1797237475.689,1797237475.689,1797237475.689,1797237475.689,1797237475.689,1164055830.127,1206955648.666,979986175.712,1382816217.805,867870506.218,759531343.107,1753476095.054,0.648,0.672,0.545,0.769,0.483,0.423,0.976,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-08,670467726.275,670467726.275,670467726.275,670467726.275,670467726.275,670467726.275,670467726.275,459112372.639,489043949.260,409912950.240,550901206.925,366563248.738,336662408.753,657652472.850,0.685,0.729,0.611,0.822,0.547,0.502,0.981,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-09,402410040.767,402410040.767,402410040.767,402410040.767,402410040.767,402410040.767,402410040.767,308277992.320,330375023.710,287763106.701,350403393.999,258197669.823,243237941.567,395633182.821,0.766,0.821,0.715,0.871,0.642,0.604,0.983,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-10,295803359.743,295803359.743,295803359.743,295803359.743,295803359.743,295803359.743,295803359.743,234731346.031,249770965.903,222938406.631,260427392.475,203526520.036,194225416.168,289142337.369,0.794,0.844,0.754,0.880,0.688,0.657,0.977,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-11,246198736.666,246198736.666,246198736.666,246198736.666,246198736.666,246198736.666,246198736.666,209864970.454,220213537.310,201309360.660,227661603.152,188044291.410,180336233.278,245319714.500,0.852,0.894,0.818,0.925,0.764,0.732,0.996,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1952-12,227270958.599,227270958.599,227270958.599,227270958.599,227270958.599,227270958.599,227270958.599,200111727.804,209060116.196,191651094.275,215279692.518,180120705.765,173499581.503,229894983.767,0.880,0.920,0.843,0.947,0.793,0.763,1.012,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-01,211516270.217,211516270.217,211516270.217,211516270.217,211516270.217,211516270.217,211516270.217,192645437.584,200187838.216,184980558.640,206189609.056,175026474.234,168375690.148,218428064.402,0.911,0.946,0.875,0.975,0.827,0.796,1.033,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-02,181457889.685,181457889.685,181457889.685,181457889.685,181457889.685,181457889.685,181457889.685,168450306.139,175118147.683,161648801.261,180045710.338,153277924.773,147458711.401,190337669.102,0.928,0.965,0.891,0.992,0.845,0.813,1.049,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-03,256193034.941,256193034.941,256193034.941,256193034.941,256193034.941,256193034.941,256193034.941,262862591.795,285384096.914,249015059.856,304449571.722,239592197.764,236094174.126,303163396.301,1.026,1.114,0.972,1.188,0.935,0.922,1.183,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-04,412020923.670,412020923.670,412020923.670,412020923.670,412020923.670,412020923.670,412020923.670,470694721.449,609461908.910,448264040.560,698078755.992,422885585.908,413729137.153,617674528.427,1.142,1.479,1.088,1.694,1.026,1.004,1.499,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-05,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1268733280.664,1606046524.726,1956013379.457,1479856836.707,2231754281.729,1397919569.305,1271035563.861,2120308203.140,1.266,1.542,1.166,1.759,1.102,1.002,1.671,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-06,2381636641.060,2381636641.060,2381636641.060,2381636641.060,2381636641.060,2381636641.060,2381636641.060,1957045130.966,2012056436.854,1690208932.661,2339343108.444,1529711312.449,1300399430.347,2817265259.820,0.822,0.845,0.710,0.982,0.642,0.546,1.183,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-07,780325976.935,780325976.935,780325976.935,780325976.935,780325976.935,780325976.935,780325976.935,547790735.042,571133070.512,486953918.865,647438456.156,445153375.447,405703169.172,742751164.072,0.702,0.732,0.624,0.830,0.570,0.520,0.952,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-08,370659586.317,370659586.317,370659586.317,370659586.317,370659586.317,370659586.317,370659586.317,291101730.155,309914820.585,267436719.557,343997555.874,245457768.538,229194583.633,373674518.779,0.785,0.836,0.722,0.928,0.662,0.618,1.008,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-09,232218600.733,232218600.733,232218600.733,232218600.733,232218600.733,232218600.733,232218600.733,199311235.494,208641439.191,188365318.031,222583194.677,177967732.092,169242751.004,235191175.620,0.858,0.898,0.811,0.959,0.766,0.729,1.013,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-10,233029994.699,233029994.699,233029994.699,233029994.699,233029994.699,233029994.699,233029994.699,220800766.885,229783501.721,207898935.690,241972025.835,196227842.703,186286059.841,251303892.023,0.948,0.986,0.892,1.038,0.842,0.799,1.078,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-11,217038148.518,217038148.518,217038148.518,217038148.518,217038148.518,217038148.518,217038148.518,207685766.704,221013327.748,196812415.637,232404562.597,187895656.148,178263098.861,244819006.802,0.957,1.018,0.907,1.071,0.866,0.821,1.128,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1953-12,196128077.194,196128077.194,196128077.194,196128077.194,196128077.194,196128077.194,196128077.194,186802808.876,199906682.038,173769037.296,211019106.151,163965901.383,155559530.872,224083630.732,0.952,1.019,0.886,1.076,0.836,0.793,1.143,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-01,196655263.997,196655263.997,196655263.997,196655263.997,196655263.997,196655263.997,196655263.997,195144130.844,208007323.896,180941193.507,219784118.705,171221886.481,161075407.600,232439248.561,0.992,1.058,0.920,1.118,0.871,0.819,1.182,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-02,192484016.228,192484016.228,192484016.228,192484016.228,192484016.228,192484016.228,192484016.228,198378571.656,212085989.555,183379899.994,224957503.730,173284359.645,160611844.545,242264276.711,1.031,1.102,0.953,1.169,0.900,0.834,1.259,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-03,237650495.828,237650495.828,237650495.828,237650495.828,237650495.828,237650495.828,237650495.828,269434374.835,294380670.663,242706228.582,325301052.325,232651091.911,219787819.213,334061970.400,1.134,1.239,1.021,1.369,0.979,0.925,1.406,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-04,494114195.261,494114195.261,494114195.261,494114195.261,494114195.261,494114195.261,494114195.261,573617198.133,704264319.194,525769041.812,808434912.025,483917798.351,453297800.582,778365481.702,1.161,1.425,1.064,1.636,0.979,0.917,1.575,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-05,975157441.799,975157441.799,975157441.799,975157441.799,975157441.799,975157441.799,975157441.799,997207136.925,1108082621.139,879777689.656,1304313388.555,787078577.509,674809233.712,1423611136.030,1.023,1.136,0.902,1.338,0.807,0.692,1.460,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-06,703532713.702,703532713.702,703532713.702,703532713.702,703532713.702,703532713.702,703532713.702,533120231.325,532117700.766,454591847.979,618297493.831,404844384.936,346137154.553,767471853.565,0.758,0.756,0.646,0.879,0.575,0.492,1.091,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-07,342513347.993,342513347.993,342513347.993,342513347.993,342513347.993,342513347.993,342513347.993,269167829.486,279428233.444,242919470.517,310067740.389,225177627.829,207476398.289,350902931.047,0.786,0.816,0.709,0.905,0.657,0.606,1.024,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-08,213432655.922,213432655.922,213432655.922,213432655.922,213432655.922,213432655.922,213432655.922,186450879.803,194640439.556,175397159.844,209404241.790,164777155.631,155638233.844,224962205.480,0.874,0.912,0.822,0.981,0.772,0.729,1.054,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-09,211916402.544,211916402.544,211916402.544,211916402.544,211916402.544,211916402.544,211916402.544,196364549.839,205540084.269,186426459.887,209878547.903,171245555.809,161643377.381,225830864.508,0.927,0.970,0.880,0.990,0.808,0.763,1.066,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-10,222293734.297,222293734.297,222293734.297,222293734.297,222293734.297,222293734.297,222293734.297,197488753.489,211899331.587,180816557.936,221938704.883,163206613.017,151075738.415,244166707.003,0.888,0.953,0.813,0.998,0.734,0.680,1.098,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-11,213738363.598,213738363.598,213738363.598,213738363.598,213738363.598,213738363.598,213738363.598,189263418.657,205715639.633,173895008.250,214868857.382,157075799.407,143667097.070,237655901.938,0.885,0.962,0.814,1.005,0.735,0.672,1.112,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1954-12,203790196.157,203790196.157,203790196.157,203790196.157,203790196.157,203790196.157,203790196.157,188132713.767,203928264.973,171107134.729,211180903.655,154702771.007,141930492.286,233117819.296,0.923,1.001,0.840,1.036,0.759,0.696,1.144,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-01,189150858.357,189150858.357,189150858.357,189150858.357,189150858.357,189150858.357,189150858.357,178610103.805,191935203.930,163040779.971,198323803.226,148422516.885,136194802.618,216988427.918,0.944,1.015,0.862,1.048,0.785,0.720,1.147,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-02,165242601.140,165242601.140,165242601.140,165242601.140,165242601.140,165242601.140,165242601.140,162562884.329,173262667.894,148452904.836,178197838.749,136714622.154,126138748.246,193755935.479,0.984,1.049,0.898,1.078,0.827,0.763,1.173,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-03,224034424.475,224034424.475,224034424.475,224034424.475,224034424.475,224034424.475,224034424.475,242424636.897,266218170.838,221552899.791,276264519.073,206634822.490,201697270.510,281422760.272,1.082,1.188,0.989,1.233,0.922,0.900,1.256,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-04,357431042.024,357431042.024,357431042.024,357431042.024,357431042.024,357431042.024,357431042.024,438580618.023,543318568.558,405755432.448,580995401.553,370918253.538,356497292.357,555650314.693,1.227,1.520,1.135,1.625,1.038,0.997,1.555,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-05,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1139497870.047,1490282599.758,1729709900.959,1320572494.648,1901422998.619,1220521756.946,1082166142.262,1952855136.713,1.308,1.518,1.159,1.669,1.071,0.950,1.714,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-06,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1552955095.146,1388232154.502,1396276730.588,1156953366.566,1580000092.705,1042400438.085,889339709.698,1962021761.643,0.894,0.899,0.745,1.017,0.671,0.573,1.263,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-07,670425090.905,670425090.905,670425090.905,670425090.905,670425090.905,670425090.905,670425090.905,463291326.984,472193391.326,397044625.661,528721874.334,358717512.245,321446436.085,630897182.941,0.691,0.704,0.592,0.789,0.535,0.479,0.941,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-08,352585755.387,352585755.387,352585755.387,352585755.387,352585755.387,352585755.387,352585755.387,275424204.398,291932766.763,250235188.165,321241220.524,225569621.135,210037502.482,354660564.938,0.781,0.828,0.710,0.911,0.640,0.596,1.006,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-09,217379137.288,217379137.288,217379137.288,217379137.288,217379137.288,217379137.288,217379137.288,186926409.266,195442164.312,174406785.838,207835338.245,162458211.187,153910941.170,222545228.722,0.860,0.899,0.802,0.956,0.747,0.708,1.024,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-10,194133817.297,194133817.297,194133817.297,194133817.297,194133817.297,194133817.297,194133817.297,175030837.301,181919854.328,165332113.503,190589253.291,155742062.505,148268149.554,201260247.191,0.902,0.937,0.852,0.982,0.802,0.764,1.037,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-11,181185451.869,181185451.869,181185451.869,181185451.869,181185451.869,181185451.869,181185451.869,168850151.349,177682719.738,159942092.552,185147150.660,151598070.265,144809232.172,195748728.470,0.932,0.981,0.883,1.022,0.837,0.799,1.080,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1955-12,180235291.701,180235291.701,180235291.701,180235291.701,180235291.701,180235291.701,180235291.701,174300108.286,184422071.260,163460391.710,191015927.898,154457328.787,149006425.275,202339964.718,0.967,1.023,0.907,1.060,0.857,0.827,1.123,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1956-01,176088399.520,176088399.520,176088399.520,176088399.520,176088399.520,176088399.520,176088399.520,183333449.607,193189307.708,170253129.794,200563112.203,162936910.298,157886305.725,211957160.330,1.041,1.097,0.967,1.139,0.925,0.897,1.204,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
1956-02,156942656.170,156942656.170,156942656.170,156942656.170,156942656.170,156942656.170,156942656.170,168151299.394,177483802.897,155190680.236,183777850.526,149914811.971,145248566.326,193516568.080,1.071,1.131,0.989,1.171,0.955,0.925,1.233,Basin_09163500,total_runoff,2040,Basin 09163500 2040 for total_runoff
