date,CMIP5_001,CMIP5_002,CMIP5_005,CMIP5_006,CMIP5_007,CMIP5_008,CMIP5_009,CMIP5_010,CMIP5_014,CMIP5_019,CMIP5_024,CMIP5_029,CMIP5_034,CMIP5_039,CMIP5_044,CMIP5_049,CMIP5_050,CMIP5_051,CMIP5_054,CMIP5_057,CMIP5_059,CMIP5_062,CMIP5_063,CMIP5_064,CMIP5_066,CMIP5_071,CMIP5_081,CMIP5_091,CMIP5_101,CMIP5_118,CMIP5_119,CMIP5_120,CMIP5_124,CMIP5_127,CMIP5_130,CMIP5_133,CMIP5_136,CMIP5_137,CMIP5_138,CMIP5_139,CMIP5_140,CMIP5_141,CMIP5_142,CMIP5_143,CMIP5_144,CMIP5_145,CMIP5_146,CMIP5_147,CMIP5_148,CMIP5_149,CMIP5_150,CMIP5_155,CMIP5_156,CMIP5_157,CMIP5_158,CMIP5_159,CMIP5_160,CMIP5_161,CMIP5_162,CMIP5_163,CMIP5_164,CMIP5_168,CMIP5_172,CMIP5_176,CMIP5_180,CMIP5_181,CMIP5_194,CMIP5_195,CMIP5_196,CMIP5_197,CMIP5_198,CMIP5_199,CMIP5_200,CMIP5_201,CMIP5_202,CMIP5_203,CMIP5_204,CMIP5_205,CMIP5_206,CMIP5_207,CMIP5_208,CMIP5_209,CMIP5_210,CMIP5_211,CMIP5_212,CMIP5_215,CMIP5_218,CMIP5_221,CMIP5_222,CMIP5_223,CMIP5_224,CMIP5_225,CMIP5_226,CMIP5_227,CMIP5_228,CMIP5_229,CMIP5_230,CMIP5_001_2050,CMIP5_002_2050,CMIP5_005_2050,CMIP5_006_2050,CMIP5_007_2050,CMIP5_008_2050,CMIP5_009_2050,CMIP5_010_2050,CMIP5_014_2050,CMIP5_019_2050,CMIP5_024_2050,CMIP5_029_2050,CMIP5_034_2050,CMIP5_039_2050,CMIP5_044_2050,CMIP5_049_2050,CMIP5_050_2050,CMIP5_051_2050,CMIP5_054_2050,CMIP5_057_2050,CMIP5_059_2050,CMIP5_062_2050,CMIP5_063_2050,CMIP5_064_2050,CMIP5_066_2050,CMIP5_071_2050,CMIP5_081_2050,CMIP5_091_2050,CMIP5_101_2050,CMIP5_118_2050,CMIP5_119_2050,CMIP5_120_2050,CMIP5_124_2050,CMIP5_127_2050,CMIP5_130_2050,CMIP5_133_2050,CMIP5_136_2050,CMIP5_137_2050,CMIP5_138_2050,CMIP5_139_2050,CMIP5_140_2050,CMIP5_141_2050,CMIP5_142_2050,CMIP5_143_2050,CMIP5_144_2050,CMIP5_145_2050,CMIP5_146_2050,CMIP5_147_2050,CMIP5_148_2050,CMIP5_149_2050,CMIP5_150_2050,CMIP5_155_2050,CMIP5_156_2050,CMIP5_157_2050,CMIP5_158_2050,CMIP5_159_2050,CMIP5_160_2050,CMIP5_161_2050,CMIP5_162_2050,CMIP5_163_2050,CMIP5_164_2050,CMIP5_168_2050,CMIP5_172_2050,CMIP5_176_2050,CMIP5_180_2050,CMIP5_181_2050,CMIP5_194_2050,CMIP5_195_2050,CMIP5_196_2050,CMIP5_197_2050,CMIP5_198_2050,CMIP5_199_2050,CMIP5_200_2050,CMIP5_201_2050,CMIP5_202_2050,CMIP5_203_2050,CMIP5_204_2050,CMIP5_205_2050,CMIP5_206_2050,CMIP5_207_2050,CMIP5_208_2050,CMIP5_209_2050,CMIP5_210_2050,CMIP5_211_2050,CMIP5_212_2050,CMIP5_215_2050,CMIP5_218_2050,CMIP5_221_2050,CMIP5_222_2050,CMIP5_223_2050,CMIP5_224_2050,CMIP5_225_2050,CMIP5_226_2050,CMIP5_227_2050,CMIP5_228_2050,CMIP5_229_2050,CMIP5_230_2050,CMIP5_001_offset,CMIP5_002_offset,CMIP5_005_offset,CMIP5_006_offset,CMIP5_007_offset,CMIP5_008_offset,CMIP5_009_offset,CMIP5_010_offset,CMIP5_014_offset,CMIP5_019_offset,CMIP5_024_offset,CMIP5_029_offset,CMIP5_034_offset,CMIP5_039_offset,CMIP5_044_offset,CMIP5_049_offset,CMIP5_050_offset,CMIP5_051_offset,CMIP5_054_offset,CMIP5_057_offset,CMIP5_059_offset,CMIP5_062_offset,CMIP5_063_offset,CMIP5_064_offset,CMIP5_066_offset,CMIP5_071_offset,CMIP5_081_offset,CMIP5_091_offset,CMIP5_101_offset,CMIP5_118_offset,CMIP5_119_offset,CMIP5_120_offset,CMIP5_124_offset,CMIP5_127_offset,CMIP5_130_offset,CMIP5_133_offset,CMIP5_136_offset,CMIP5_137_offset,CMIP5_138_offset,CMIP5_139_offset,CMIP5_140_offset,CMIP5_141_offset,CMIP5_142_offset,CMIP5_143_offset,CMIP5_144_offset,CMIP5_145_offset,CMIP5_146_offset,CMIP5_147_offset,CMIP5_148_offset,CMIP5_149_offset,CMIP5_150_offset,CMIP5_155_offset,CMIP5_156_offset,CMIP5_157_offset,CMIP5_158_offset,CMIP5_159_offset,CMIP5_160_offset,CMIP5_161_offset,CMIP5_162_offset,CMIP5_163_offset,CMIP5_164_offset,CMIP5_168_offset,CMIP5_172_offset,CMIP5_176_offset,CMIP5_180_offset,CMIP5_181_offset,CMIP5_194_offset,CMIP5_195_offset,CMIP5_196_offset,CMIP5_197_offset,CMIP5_198_offset,CMIP5_199_offset,CMIP5_200_offset,CMIP5_201_offset,CMIP5_202_offset,CMIP5_203_offset,CMIP5_204_offset,CMIP5_205_offset,CMIP5_206_offset,CMIP5_207_offset,CMIP5_208_offset,CMIP5_209_offset,CMIP5_210_offset,CMIP5_211_offset,CMIP5_212_offset,CMIP5_215_offset,CMIP5_218_offset,CMIP5_221_offset,CMIP5_222_offset,CMIP5_223_offset,CMIP5_224_offset,CMIP5_225_offset,CMIP5_226_offset,CMIP5_227_offset,CMIP5_228_offset,CMIP5_229_offset,CMIP5_230_offset,Basin,Variable,Period,Chart_Title
1949-01,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-13.465,-10.882,-9.601,-11.855,-11.626,-11.504,-10.996,-11.937,-11.237,-10.246,-10.152,-8.697,-12.333,-11.573,-11.600,-10.747,-11.123,-11.403,-10.439,-11.655,-10.456,-9.795,-10.655,-11.584,-11.199,-12.455,-11.824,-11.135,-11.376,-10.956,-12.264,-11.846,-11.245,-12.245,-12.693,-11.983,-12.009,-11.257,-9.588,-10.101,-10.127,-11.667,-12.264,-11.846,-11.245,-12.717,-12.289,-11.812,-11.885,-11.861,-13.513,-12.393,-12.555,-12.380,-11.970,-11.531,-9.073,-11.834,-8.540,-10.153,-10.817,-11.666,-10.697,-12.003,-9.967,-11.804,-11.120,-11.361,-11.340,-10.547,-10.490,-10.949,-10.700,-11.140,-9.914,-11.361,-10.079,-10.371,-10.594,-10.237,-9.759,-9.830,-9.830,-10.073,-9.116,-11.666,-10.726,-9.938,-12.012,-11.025,-11.107,-12.797,-12.888,-12.403,-12.288,-11.078,-11.936,-11.097,2.583,3.864,1.610,1.840,1.961,2.470,1.528,2.228,3.220,3.313,4.769,1.133,1.893,1.866,2.718,2.342,2.063,3.026,1.810,3.009,3.670,2.810,1.881,2.266,1.010,1.642,2.330,2.090,2.509,1.201,1.619,2.220,1.220,0.773,1.482,1.456,2.208,3.877,3.364,3.339,1.798,1.201,1.619,2.220,0.749,1.177,1.653,1.580,1.604,-0.047,1.072,0.911,1.086,1.496,1.934,4.392,1.632,4.925,3.313,2.648,1.799,2.768,1.462,3.498,1.661,2.345,2.104,2.126,2.918,2.975,2.516,2.765,2.325,3.551,2.104,3.386,3.094,2.871,3.228,3.706,3.635,3.635,3.393,4.350,1.800,2.740,3.527,1.454,2.440,2.358,0.668,0.577,1.062,1.177,2.387,1.530,2.368,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
1949-02,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-10.998,-8.624,-7.628,-9.246,-9.246,-9.233,-8.631,-9.472,-9.329,-7.981,-7.896,-6.293,-10.635,-10.497,-9.858,-8.676,-9.360,-8.578,-8.361,-9.386,-9.169,-9.104,-7.723,-10.025,-8.941,-9.081,-9.855,-9.570,-9.967,-9.428,-9.343,-9.487,-8.407,-9.030,-9.599,-9.375,-8.852,-8.915,-8.395,-8.684,-7.660,-9.190,-9.343,-9.487,-8.407,-9.965,-9.117,-9.096,-8.589,-10.134,-10.074,-9.687,-10.387,-9.580,-9.868,-8.987,-7.118,-8.779,-6.183,-8.345,-7.491,-9.455,-7.929,-9.106,-7.012,-9.803,-8.606,-9.621,-9.039,-8.745,-8.271,-9.137,-8.775,-8.429,-8.238,-8.987,-7.746,-7.050,-7.484,-7.219,-6.064,-6.841,-6.574,-6.616,-5.660,-10.147,-9.789,-9.122,-9.098,-8.510,-8.510,-9.671,-9.415,-9.012,-10.035,-9.403,-10.313,-9.321,2.374,3.370,1.752,1.752,1.765,2.367,1.526,1.669,3.017,3.102,4.705,0.363,0.501,1.140,2.322,1.638,2.420,2.637,1.612,1.829,1.894,3.275,0.973,2.056,1.917,1.143,1.427,1.031,1.570,1.655,1.511,2.591,1.968,1.399,1.623,2.146,2.083,2.603,2.314,3.338,1.808,1.655,1.511,2.591,1.033,1.881,1.902,2.409,0.864,0.924,1.311,0.611,1.418,1.130,2.011,3.880,2.219,4.815,2.653,3.507,1.543,3.069,1.892,3.986,1.195,2.392,1.377,1.959,2.253,2.727,1.861,2.223,2.569,2.760,2.011,3.252,3.948,3.514,3.779,4.934,4.157,4.423,4.382,5.338,0.851,1.209,1.875,1.900,2.488,2.488,1.327,1.583,1.986,0.962,1.595,0.685,1.677,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
1949-03,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-2.315,-0.055,-0.102,-0.608,-0.538,-0.579,-0.030,-0.548,-0.115,0.816,0.301,2.202,-1.124,-0.124,-0.041,0.733,0.520,0.847,0.389,0.075,-1.386,-0.614,0.952,-1.176,-0.740,-1.198,-0.467,-0.790,-0.873,0.359,-0.970,-1.189,-0.271,-1.964,-2.117,-1.775,-1.444,-0.171,0.375,0.471,0.917,-1.065,-0.970,-1.189,-0.271,-0.942,-0.444,-0.535,-0.370,-1.740,-1.444,-1.134,-0.894,-0.314,-1.674,-0.399,0.649,-0.349,0.485,-0.837,-0.468,-1.390,-0.633,-0.898,-0.451,-1.250,-0.553,-0.516,0.141,-0.129,0.860,-0.494,-0.230,1.842,2.101,1.366,3.483,2.591,2.888,2.490,3.333,2.336,3.197,2.726,3.672,-1.336,-0.775,-0.465,-1.321,-0.500,-0.800,-1.383,-1.294,-1.379,-1.039,-0.482,-1.090,-0.218,2.260,2.213,1.707,1.776,1.735,2.285,1.767,2.200,3.130,2.616,4.517,1.191,2.191,2.274,3.048,2.835,3.162,2.704,2.389,0.929,1.701,3.266,1.138,1.575,1.117,1.848,1.525,1.442,2.674,1.345,1.126,2.044,0.351,0.198,0.539,0.871,2.143,2.690,2.786,3.232,1.250,1.345,1.126,2.044,1.373,1.871,1.780,1.945,0.575,0.870,1.181,1.421,2.001,0.641,1.916,2.964,1.966,2.800,1.478,1.847,0.924,1.682,1.417,1.864,1.065,1.762,1.798,2.456,2.186,3.175,1.821,2.085,4.157,4.416,3.681,5.798,4.906,5.203,4.805,5.648,4.651,5.511,5.041,5.987,0.979,1.540,1.850,0.994,1.815,1.515,0.932,1.021,0.936,1.276,1.833,1.225,2.097,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
1949-04,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,3.574,5.789,6.641,5.453,5.508,5.281,6.032,5.790,6.594,7.116,6.967,8.554,4.725,5.498,5.107,6.253,5.757,6.615,5.666,5.993,5.426,5.799,6.263,5.249,5.982,5.626,5.599,5.995,5.532,6.484,6.541,5.391,6.762,3.442,3.856,3.842,4.319,6.672,6.974,7.382,8.443,6.136,6.541,5.391,6.762,5.084,5.839,5.689,6.646,4.334,4.209,5.142,4.557,5.356,4.498,5.057,6.590,4.890,6.081,5.033,6.024,5.446,5.926,5.835,6.821,4.061,4.775,5.106,5.646,5.457,7.001,4.506,5.175,9.164,9.871,8.804,11.077,6.921,7.294,6.587,7.263,7.537,7.877,7.623,8.560,4.401,4.654,5.208,4.860,5.585,5.276,4.918,5.260,5.412,5.823,6.421,6.224,7.080,2.215,3.067,1.879,1.934,1.707,2.458,2.216,3.020,3.542,3.393,4.980,1.150,1.924,1.533,2.679,2.183,3.041,2.091,2.418,1.852,2.224,2.689,1.675,2.408,2.052,2.025,2.421,1.958,2.909,2.967,1.817,3.187,-0.132,0.281,0.268,0.745,3.098,3.400,3.807,4.868,2.562,2.967,1.817,3.187,1.510,2.264,2.115,3.072,0.759,0.635,1.568,0.983,1.782,0.923,1.483,3.016,1.316,2.507,1.459,2.450,1.872,2.352,2.261,3.247,0.487,1.201,1.532,2.072,1.883,3.427,0.932,1.601,5.590,6.297,5.230,7.502,3.347,3.720,3.012,3.688,3.963,4.302,4.049,4.986,0.827,1.079,1.634,1.286,2.011,1.702,1.344,1.686,1.838,2.249,2.847,2.650,3.505,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
1949-05,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,7.487,10.276,10.793,10.000,8.818,9.301,10.050,9.458,10.285,10.101,11.259,11.615,9.359,9.794,9.232,10.528,10.052,10.102,10.019,10.110,9.089,9.625,10.675,9.215,9.949,9.945,9.667,10.108,9.329,10.290,9.960,9.690,11.272,8.275,8.425,8.332,8.919,11.610,11.882,11.693,12.555,9.978,9.960,9.690,11.272,9.446,10.172,10.476,10.455,8.815,8.456,8.897,8.659,9.286,8.617,9.686,11.271,9.584,11.467,10.051,10.858,10.209,10.385,10.197,11.337,8.474,8.753,9.265,10.281,9.740,10.779,9.087,9.427,10.359,11.453,10.424,11.944,9.379,10.010,9.345,10.224,9.903,9.982,9.967,10.962,9.009,9.317,9.935,8.573,9.103,9.534,8.401,9.124,9.225,9.975,10.326,10.144,11.607,2.789,3.306,2.513,1.331,1.814,2.563,1.971,2.798,2.614,3.773,4.128,1.872,2.307,1.745,3.042,2.565,2.615,2.532,2.624,1.603,2.138,3.188,1.728,2.462,2.459,2.180,2.621,1.842,2.804,2.474,2.203,3.785,0.788,0.938,0.845,1.432,4.124,4.395,4.206,5.068,2.491,2.474,2.203,3.785,1.959,2.686,2.989,2.968,1.328,0.969,1.410,1.172,1.799,1.130,2.199,3.784,2.097,3.980,2.564,3.372,2.722,2.898,2.710,3.850,0.987,1.266,1.778,2.794,2.253,3.292,1.600,1.940,2.872,3.966,2.937,4.458,1.892,2.523,1.858,2.737,2.416,2.495,2.480,3.475,1.522,1.830,2.448,1.086,1.616,2.047,0.914,1.637,1.739,2.488,2.839,2.657,4.120,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
1949-06,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,11.367,14.512,16.126,13.516,12.524,13.710,14.188,13.050,13.445,13.800,14.430,15.286,13.491,13.854,13.691,14.449,13.704,13.990,13.750,13.576,14.029,14.676,15.438,13.266,14.154,13.747,13.583,14.458,13.766,14.469,13.879,13.297,13.805,12.344,12.611,12.721,13.292,15.432,15.481,14.886,15.940,13.334,13.879,13.297,13.805,12.339,12.820,12.923,12.938,12.956,13.221,13.481,13.234,14.195,13.442,13.560,14.585,13.265,14.584,13.973,14.892,14.451,14.890,13.876,15.632,13.094,14.038,13.323,14.425,13.891,15.579,13.073,13.271,13.023,13.733,13.282,14.585,13.734,14.040,13.675,14.402,13.685,14.125,13.958,15.195,12.628,13.445,14.525,12.944,13.789,14.326,11.947,12.834,13.302,13.966,13.521,14.141,14.839,3.145,4.760,2.149,1.157,2.344,2.821,1.684,2.079,2.433,3.064,3.919,2.125,2.488,2.324,3.082,2.338,2.623,2.383,2.210,2.663,3.309,4.071,1.899,2.788,2.380,2.216,3.091,2.399,3.102,2.512,1.931,2.438,0.977,1.245,1.354,1.925,4.066,4.115,3.520,4.573,1.968,2.512,1.931,2.438,0.973,1.453,1.556,1.571,1.589,1.855,2.114,1.867,2.828,2.075,2.193,3.219,1.898,3.217,2.607,3.525,3.084,3.524,2.510,4.265,1.727,2.671,1.956,3.058,2.525,4.213,1.707,1.904,1.656,2.367,1.915,3.218,2.367,2.673,2.308,3.035,2.319,2.759,2.591,3.829,1.261,2.079,3.158,1.577,2.422,2.959,0.581,1.468,1.935,2.599,2.154,2.774,3.472,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
1949-07,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,15.218,18.835,20.331,17.897,16.625,17.179,18.335,17.223,17.673,17.417,16.908,17.937,17.335,17.686,17.125,17.775,17.159,17.896,17.548,17.223,17.474,17.714,18.537,17.390,17.728,17.721,17.641,18.244,17.800,18.688,16.913,16.559,16.775,15.505,16.250,16.105,16.031,19.280,19.249,18.911,20.201,16.053,16.913,16.559,16.775,15.465,16.076,16.091,15.950,16.852,16.737,17.950,17.274,17.988,16.945,17.763,18.984,17.735,19.138,17.615,18.292,18.183,18.495,17.733,19.525,16.840,18.346,17.648,17.911,17.997,18.988,17.182,17.904,16.731,16.986,17.113,18.082,16.871,17.744,17.316,18.030,17.271,17.550,17.580,19.105,16.852,17.400,18.168,16.466,17.386,18.226,16.259,16.683,16.966,17.616,17.370,17.649,18.174,3.617,5.113,2.679,1.407,1.961,3.117,2.005,2.455,2.199,1.690,2.719,2.117,2.468,1.907,2.557,1.941,2.678,2.330,2.005,2.256,2.496,3.319,2.172,2.510,2.503,2.423,3.026,2.582,3.470,1.695,1.341,1.557,0.287,1.032,0.887,0.813,4.062,4.031,3.693,4.983,0.835,1.695,1.341,1.557,0.247,0.858,0.873,0.732,1.634,1.519,2.732,2.056,2.770,1.727,2.545,3.766,2.517,3.920,2.397,3.074,2.965,3.277,2.515,4.307,1.622,3.128,2.430,2.693,2.779,3.770,1.964,2.686,1.513,1.768,1.895,2.864,1.653,2.526,2.098,2.812,2.053,2.332,2.362,3.887,1.634,2.182,2.950,1.248,2.168,3.008,1.041,1.465,1.748,2.398,2.152,2.431,2.956,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
1949-08,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,14.217,17.502,18.404,17.037,16.107,16.557,17.471,16.584,16.987,16.090,16.418,17.270,16.351,16.965,16.297,17.434,16.056,16.634,16.668,16.302,16.011,16.961,16.865,16.441,16.789,16.756,16.677,17.164,16.962,17.903,16.030,15.308,16.221,14.684,15.062,15.484,15.798,18.593,19.078,18.769,20.035,15.185,16.030,15.308,16.221,14.919,15.626,15.424,15.621,15.454,16.428,16.803,16.747,17.115,16.744,17.117,18.132,17.211,18.045,16.736,17.720,17.154,17.985,17.376,18.825,15.847,16.892,16.507,17.171,16.781,18.074,16.124,16.925,15.602,15.809,16.382,16.963,16.276,16.822,16.653,17.563,16.541,16.940,16.981,18.222,15.664,16.727,17.498,15.598,16.886,17.179,15.282,15.708,16.635,16.221,16.639,16.329,17.416,3.285,4.187,2.821,1.891,2.340,3.255,2.368,2.770,1.873,2.201,3.053,2.135,2.748,2.080,3.217,1.839,2.417,2.451,2.085,1.794,2.744,2.648,2.224,2.572,2.539,2.460,2.948,2.745,3.687,1.813,1.091,2.005,0.468,0.845,1.267,1.582,4.376,4.861,4.552,5.818,0.969,1.813,1.091,2.005,0.702,1.409,1.207,1.404,1.238,2.211,2.586,2.530,2.899,2.527,2.900,3.915,2.994,3.828,2.519,3.503,2.938,3.768,3.159,4.608,1.631,2.676,2.291,2.954,2.565,3.857,1.908,2.708,1.385,1.593,2.165,2.746,2.059,2.606,2.436,3.347,2.324,2.723,2.765,4.005,1.448,2.510,3.281,1.381,2.669,2.962,1.065,1.491,2.418,2.004,2.422,2.113,3.200,Basin_09163500,airtemp,2050,Basin 09163500 2050 for airtemp
